gene_name,uniprot,hgnc_symbol,ensembl
GALR1,P47211,GALR1,ENSG00000166573
GALR2,O43603,GALR2,ENSG00000182687
GALR3,O60755,GALR3,ENSG00000128310
GAS1,P54826,GAS1,ENSG00000180447
GAS6,Q14393,GAS6,ENSG00000183087
GAST,P01350,GAST,ENSG00000184502
GCG,P01275,GCG,ENSG00000115263
GCGR,P47871,GCGR,ENSG00000215644
GDF1,P27539,GDF1,ENSG00000130283
GDF10,P55107,GDF10,ENSG00000266524
GDF11,O95390,GDF11,ENSG00000135414
GDF15,Q99988,GDF15,ENSG00000130513
GDF2,Q9UK05,GDF2,ENSG00000263761
GDF3,Q9NR23,GDF3,ENSG00000184344
GDF5,P43026,GDF5,ENSG00000125965
GDF6,Q6KF10,GDF6,ENSG00000156466
GDF7,Q7Z4P5,GDF7,ENSG00000143869
GDF9,O60383,GDF9,ENSG00000164404
GDNF,P39905,GDNF,ENSG00000168621
GFRA1,P56159,GFRA1,ENSG00000151892
GFRA2,O00451,GFRA2,ENSG00000168546
GFRA3,O60609,GFRA3,ENSG00000146013
GFRA4,Q9GZZ7,GFRA4,ENSG00000125861
GFRAL,Q6UXV0,GFRAL,ENSG00000187871
GGT1,P19440,GGT1,ENSG00000100031
GGT1,P19440,GGT1,ENSG00000286070
GGT5,P36269,GGT5,ENSG00000099998
GH1,P01241,GH1,ENSG00000259384
GH2,P01242,GH2,ENSG00000136487
GHR,P10912,GHR,ENSG00000112964
GHRH,P01286,GHRH,ENSG00000118702
GHRHR,Q02643,GHRHR,ENSG00000106128
GHRL,Q9UBU3,GHRL,ENSG00000157017
GHSR,Q92847,GHSR,ENSG00000121853
GIP,P09681,GIP,ENSG00000159224
GIPR,P48546,GIPR,ENSG00000010310
GLG1,Q92896,GLG1,ENSG00000090863
GLP1R,P43220,GLP1R,ENSG00000112164
GLP2R,O95838,GLP2R,ENSG00000065325
GLRA2,P23416,GLRA2,ENSG00000101958
GNRH1,P01148,GNRH1,ENSG00000147437
GNRH2,O43555,GNRH2,ENSG00000125787
GNRHR,P30968,GNRHR,ENSG00000109163
GNRHR2,Q96P88,GNRHR2,to_be_reviewed
GP1BA,P07359,GP1BA,ENSG00000185245
GP1BB,P13224,GP1BB,ENSG00000203618
GPC3,P51654,GPC3,ENSG00000147257
GPER1,Q99527,GPER1,ENSG00000164850
GPHA2,Q96T91,GPHA2,ENSG00000149735
GPHB5,Q86YW7,GPHB5,ENSG00000179600
GPI,P06744,GPI,ENSG00000105220
GPI,P06744,GPI,ENSG00000282019
GPR1,P46091,GPR1,ENSG00000183671
GPR1,P46091,GPR1,ENSG00000283448
GPR101,Q96P66,GPR101,ENSG00000165370
GPR143,P51810,GPR143,ENSG00000101850
GPR15,P49685,GPR15,ENSG00000154165
GPR151,Q8TDV0,GPR151,ENSG00000173250
GPR152,Q8TDT2,GPR152,ENSG00000175514
GPR17,Q13304,GPR17,ENSG00000144230
GPR19,Q15760,GPR19,ENSG00000183150
GPR25,O00155,GPR25,ENSG00000170128
GPR35,Q9HC97,GPR35,ENSG00000178623
GPR37,O15354,GPR37,ENSG00000170775
GPR37L1,O60883,GPR37L1,ENSG00000170075
GPR42,O15529,GPR42,ENSG00000126251
GPR55,Q9Y2T6,GPR55,ENSG00000135898
GPR75,O95800,GPR75,ENSG00000119737
GPRC5B,Q9NZH0,GPRC5B,ENSG00000167191
GPRC5D,Q9NZD1,GPRC5D,ENSG00000111291
GRIN2A,Q12879,GRIN2A,ENSG00000183454
GRIN2B,Q13224,GRIN2B,ENSG00000273079
GRIN2C,Q14957,GRIN2C,ENSG00000161509
GRIN2D,O15399,GRIN2D,ENSG00000105464
GRN,P28799,GRN,ENSG00000030582
GRP,P07492,GRP,ENSG00000134443
GRPR,P30550,GRPR,ENSG00000126010
GUCA2A,Q02747,GUCA2A,ENSG00000197273
GUCA2B,Q16661,GUCA2B,ENSG00000044012
GUCY2C,P25092,GUCY2C,ENSG00000070019
HAVCR2,Q8TDQ0,HAVCR2,ENSG00000135077
HBEGF,Q99075,HBEGF,ENSG00000113070
HCRT,O43612,HCRT,ENSG00000161610
HCRTR1,O43613,HCRTR1,ENSG00000121764
HCRTR2,O43614,HCRTR2,ENSG00000137252
HCST,Q9UBK5,HCST,ENSG00000126264
HDC,P19113,HDC,ENSG00000140287
HEBP1,Q9NRV9,HEBP1,ENSG00000013583
HFE,Q30201,HFE,ENSG00000010704
HGF,P14210,HGF,ENSG00000019991
HHIP,Q96QV1,HHIP,ENSG00000164161
HLA-A,HLAA,HLA-A,ENSG00000235657
HLA-A,HLAA,HLA-A,ENSG00000231834
HLA-A,HLAA,HLA-A,ENSG00000224320
HLA-A,HLAA,HLA-A,ENSG00000223980
HLA-A,HLAA,HLA-A,ENSG00000206505
HLA-A,HLAA,HLA-A,ENSG00000206503
HLA-A,HLAA,HLA-A,ENSG00000229215
HLA-B,HLAB,HLA-B,ENSG00000223532
HLA-B,HLAB,HLA-B,ENSG00000206450
HLA-B,HLAB,HLA-B,ENSG00000234745
HLA-B,HLAB,HLA-B,ENSG00000228964
HLA-B,HLAB,HLA-B,ENSG00000224608
HLA-B,HLAB,HLA-B,ENSG00000232126
HLA-C,HLAC,HLA-C,ENSG00000206452
HLA-C,HLAC,HLA-C,ENSG00000206435
HLA-C,HLAC,HLA-C,ENSG00000228299
HLA-C,HLAC,HLA-C,ENSG00000204525
HLA-C,HLAC,HLA-C,ENSG00000237022
HLA-C,HLAC,HLA-C,ENSG00000225691
HLA-DPA1,HLADPA1,HLA-DPA1,ENSG00000231389
HLA-DPB1,HLADPB1,HLA-DPB1,ENSG00000223865
HLA-DQB2,HLADQB2,HLA-DQB2,ENSG00000232629
HLA-DRB1,HLADRB1,HLA-DRB1,ENSG00000196126
HLA-E,P13747,HLA-E,ENSG00000229252
HLA-E,P13747,HLA-E,ENSG00000236632
HLA-E,P13747,HLA-E,ENSG00000206493
HLA-E,P13747,HLA-E,ENSG00000230254
HLA-E,P13747,HLA-E,ENSG00000204592
HLA-E,P13747,HLA-E,ENSG00000233904
HLA-E,P13747,HLA-E,ENSG00000225201
HLA-F,P30511,HLA-F,ENSG00000204642
HLA-F,P30511,HLA-F,ENSG00000229698
HLA-F,P30511,HLA-F,ENSG00000237508
HLA-F,P30511,HLA-F,ENSG00000235220
HLA-F,P30511,HLA-F,ENSG00000206509
HLA-F,P30511,HLA-F,ENSG00000137403
HLA-G,P17693,HLA-G,ENSG00000233095
HLA-G,P17693,HLA-G,ENSG00000206506
HLA-G,P17693,HLA-G,ENSG00000237216
HLA-G,P17693,HLA-G,ENSG00000235346
HLA-G,P17693,HLA-G,ENSG00000276051
HLA-G,P17693,HLA-G,ENSG00000230413
HLA-G,P17693,HLA-G,ENSG00000235680
HLA-G,P17693,HLA-G,ENSG00000204632
HRH1,P35367,HRH1,ENSG00000196639
HRH2,P25021,HRH2,ENSG00000113749
HRH3,Q9Y5N1,HRH3,ENSG00000101180
HRH4,Q9H3N8,HRH4,ENSG00000134489
HSD17B1,P14061,HSD17B1,ENSG00000108786
HSD17B12,Q53GQ0,HSD17B12,ENSG00000149084
HSD17B3,P37058,HSD17B3,ENSG00000130948
HSD17B6,O14756,HSD17B6,ENSG00000025423
HSD3B1,P14060,HSD3B1,ENSG00000203857
HTR1A,P08908,HTR1A,ENSG00000178394
HTR1B,P28222,HTR1B,ENSG00000135312
HTR1D,P28221,HTR1D,ENSG00000179546
HTR1E,P28566,HTR1E,ENSG00000168830
HTR1F,P30939,HTR1F,ENSG00000179097
HTR2A,P28223,HTR2A,ENSG00000102468
HTR2B,P41595,HTR2B,ENSG00000135914
HTR2C,P28335,HTR2C,ENSG00000147246
HTR3A,P46098,HTR3A,ENSG00000166736
HTR3B,O95264,HTR3B,ENSG00000149305
HTR3C,Q8WXA8,HTR3C,ENSG00000178084
HTR3D,Q70Z44,HTR3D,ENSG00000186090
HTR3E,A5X5Y0,HTR3E,ENSG00000186038
HTR4,Q13639,HTR4,ENSG00000164270
HTR5A,P47898,HTR5A,ENSG00000157219
HTR6,P50406,HTR6,ENSG00000158748
HTR7,P34969,HTR7,ENSG00000148680
IAPP,P10997,IAPP,ENSG00000121351
ICAM1,P05362,ICAM1,ENSG00000090339
ICAM2,P13598,ICAM2,ENSG00000108622
ICAM3,P32942,ICAM3,ENSG00000076662
ICAM4,Q14773,ICAM4,ENSG00000105371
ICOS,Q9Y6W8,ICOS,ENSG00000163600
ICOSLG,O75144,ICOSLG,ENSG00000160223
IDE,P14735,IDE,ENSG00000119912
IFNA1,P01562,IFNA1,ENSG00000197919
IFNA1,IFNA1,IFNA1,ENSG00000197919
IFNA10,P01566,IFNA10,ENSG00000186803
IFNA13,P01562,IFNA13,ENSG00000233816
IFNA14,P01570,IFNA14,ENSG00000228083
IFNA16,P05015,IFNA16,ENSG00000147885
IFNA17,P01571,IFNA17,ENSG00000234829
IFNA2,P01563,IFNA2,ENSG00000188379
IFNA21,P01568,IFNA21,ENSG00000137080
IFNA4,P05014,IFNA4,ENSG00000236637
IFNA5,P01569,IFNA5,ENSG00000147873
IFNA6,P05013,IFNA6,ENSG00000120235
IFNA7,P01567,IFNA7,ENSG00000214042
IFNA8,P32881,IFNA8,ENSG00000120242
IFNAR1,P17181,IFNAR1,ENSG00000142166
IFNAR2,P48551,IFNAR2,ENSG00000159110
IFNB1,P01574,IFNB1,ENSG00000171855
IFNE,Q86WN2,IFNE,ENSG00000184995
IFNG,P01579,IFNG,ENSG00000111537
IFNGR1,P15260,IFNGR1,ENSG00000027697
IFNGR2,P38484,IFNGR2,ENSG00000262795
IFNGR2,P38484,IFNGR2,ENSG00000159128
IFNK,Q9P0W0,IFNK,ENSG00000147896
IFNL1,Q8IU54,IFNL1,ENSG00000182393
IFNL2,Q8IZJ0,IFNL2,ENSG00000183709
IFNL3,Q8IZI9,IFNL3,ENSG00000197110
IFNLR1,Q8IU57,IFNLR1,ENSG00000185436
IFNW1,P05000,IFNW1,ENSG00000177047
IGF1,P05019,IGF1,ENSG00000017427
IGF1R,P08069,IGF1R,ENSG00000140443
IGF2,P01344,IGF2,ENSG00000167244
IGF2,P01344,,ENSG00000284779
IGF2R,P11717,IGF2R,ENSG00000197081
IGFBP3,P17936,IGFBP3,ENSG00000146674
IGFL1,Q6UW32,IGFL1,ENSG00000188293
IGFL2,Q6UWQ7,IGFL2,ENSG00000204866
IGFL3,Q6UXB1,IGFL3,ENSG00000188624
IGFLR1,Q9H665,IGFLR1,ENSG00000126246
IHH,Q14623,IHH,ENSG00000163501
IL10,P22301,IL10,ENSG00000136634
IL10RA,Q13651,IL10RA,ENSG00000110324
IL10RB,Q08334,IL10RB,ENSG00000243646
IL11,P20809,IL11,ENSG00000095752
IL11RA,Q14626,IL11RA,ENSG00000137070
IL12A,P29459,IL12A,ENSG00000168811
IL12B,P29460,IL12B,ENSG00000113302
IL12RB1,P42701,IL12RB1,ENSG00000096996
IL12RB2,Q99665,IL12RB2,ENSG00000081985
IL13,P35225,IL13,ENSG00000169194
IL13RA1,P78552,IL13RA1,ENSG00000131724
IL13RA2,Q14627,IL13RA2,ENSG00000123496
IL15,P40933,IL15,ENSG00000164136
IL15RA,Q13261,IL15RA,ENSG00000134470
IL16,Q14005,IL16,ENSG00000172349
IL17A,Q16552,IL17A,ENSG00000112115
IL17C,Q9P0M4,IL17C,ENSG00000124391
IL17F,Q96PD4,IL17F,ENSG00000112116
IL17RA,Q96F46,IL17RA,ENSG00000177663
IL17RB,Q9NRM6,IL17RB,ENSG00000056736
IL17RC,Q8NAC3,IL17RC,ENSG00000163702
IL17RE,Q8NFR9,IL17RE,ENSG00000163701
IL18,Q14116,IL18,ENSG00000150782
IL18R1,Q13478,IL18R1,ENSG00000115604
IL18RAP,O95256,IL18RAP,ENSG00000115607
IL19,Q9UHD0,IL19,ENSG00000142224
IL1A,P01583,IL1A,ENSG00000115008
IL1B,P01584,IL1B,ENSG00000125538
IL1F10,Q8WWZ1,IL1F10,ENSG00000136697
IL1R1,P14778,IL1R1,ENSG00000115594
IL1R2,P27930,IL1R2,ENSG00000115590
IL1RAP,Q9NPH3,IL1RAP,ENSG00000196083
IL1RAPL1,Q9NZN1,IL1RAPL1,ENSG00000169306
IL1RL1,Q01638,IL1RL1,ENSG00000115602
IL1RL2,Q9HB29,IL1RL2,ENSG00000115598
IL1RN,P18510,IL1RN,ENSG00000136689
IL2,P60568,IL2,ENSG00000109471
IL20,Q9NYY1,IL20,ENSG00000162891
IL20RA,Q9UHF4,IL20RA,ENSG00000016402
IL20RB,Q6UXL0,IL20RB,ENSG00000174564
IL21,Q9HBE4,IL21,ENSG00000138684
IL21R,Q9HBE5,IL21R,ENSG00000103522
IL22,Q9GZX6,IL22,ENSG00000127318
IL22RA1,Q8N6P7,IL22RA1,ENSG00000142677
IL23A,Q9NPF7,IL23A,ENSG00000110944
IL23R,Q5VWK5,IL23R,ENSG00000162594
IL24,Q13007,IL24,ENSG00000162892
IL25,Q9H293,IL25,ENSG00000166090
IL26,Q9NPH9,IL26,ENSG00000111536
IL27,Q8NEV9,IL27,ENSG00000197272
IL27RA,Q6UWB1,IL27RA,ENSG00000104998
IL2RA,P01589,IL2RA,ENSG00000134460
IL2RB,P14784,IL2RB,ENSG00000100385
IL2RG,P31785,IL2RG,ENSG00000147168
IL3,P08700,IL3,ENSG00000164399
IL33,O95760,IL33,ENSG00000137033
IL34,Q6ZMJ4,IL34,ENSG00000157368
IL36A,Q9UHA7,IL36A,ENSG00000136694
IL36B,Q9NZH7,IL36B,ENSG00000136696
IL36G,Q9NZH8,IL36G,ENSG00000136688
IL36RN,Q9UBH0,IL36RN,ENSG00000136695
IL37,Q9NZH6,IL37,ENSG00000125571
IL3RA,P26951,IL3RA,ENSG00000185291
IL4,P05112,IL4,ENSG00000113520
IL4R,P24394,IL4R,ENSG00000077238
IL5,P05113,IL5,ENSG00000113525
IL5RA,Q01344,IL5RA,ENSG00000091181
IL6,P05231,IL6,ENSG00000136244
IL6R,P08887,IL6R,ENSG00000160712
IL6ST,P40189,IL6ST,ENSG00000134352
IL7,P13232,IL7,ENSG00000104432
IL7R,P16871,IL7R,ENSG00000168685
IL9,P15248,IL9,ENSG00000145839
IL9R,Q01113,IL9R,ENSG00000124334
INHA,P05111,INHA,ENSG00000123999
INHBA,P08476,INHBA,ENSG00000122641
INHBB,P09529,INHBB,ENSG00000163083
INHBC,P55103,INHBC,ENSG00000175189
INHBE,P58166,INHBE,ENSG00000139269
INS,P01308,INS,ENSG00000254647
INSL3,P51460,INSL3,ENSG00000248099
INSL5,Q9Y5Q6,INSL5,ENSG00000172410
INSR,P06213,INSR,ENSG00000171105
ITGA1,P56199,ITGA1,ENSG00000213949
ITGA10,O75578,ITGA10,ENSG00000143127
ITGA11,Q9UKX5,ITGA11,ENSG00000137809
ITGA2,P17301,ITGA2,ENSG00000164171
ITGA2B,P08514,ITGA2B,ENSG00000005961
ITGA3,P26006,ITGA3,ENSG00000005884
ITGA4,P13612,ITGA4,ENSG00000115232
ITGA5,P08648,ITGA5,ENSG00000161638
ITGA6,P23229,ITGA6,ENSG00000091409
ITGA7,Q13683,ITGA7,ENSG00000135424
ITGA8,P53708,ITGA8,ENSG00000077943
ITGA9,Q13797,ITGA9,ENSG00000144668
ITGAD,Q13349,ITGAD,ENSG00000156886
ITGAE,P38570,ITGAE,ENSG00000083457
ITGAL,P20701,ITGAL,ENSG00000005844
ITGAM,P11215,ITGAM,ENSG00000169896
ITGAV,P06756,ITGAV,ENSG00000138448
ITGAX,P20702,ITGAX,ENSG00000140678
ITGB1,P05556,ITGB1,ENSG00000150093
ITGB2,P05107,ITGB2,ENSG00000160255
ITGB3,P05106,ITGB3,ENSG00000259207
ITGB4,P16144,ITGB4,ENSG00000132470
ITGB5,P18084,ITGB5,ENSG00000082781
ITGB6,P18564,ITGB6,ENSG00000115221
ITGB7,P26010,ITGB7,ENSG00000139626
ITGB8,P26012,ITGB8,ENSG00000105855
JAG1,P78504,JAG1,ENSG00000101384
JAG2,Q9Y219,JAG2,ENSG00000184916
JAM2,P57087,JAM2,ENSG00000154721
JAM3,Q9BX67,JAM3,ENSG00000166086
KDR,P35968,KDR,ENSG00000128052
KIR2DL1,P43626,KIR2DL1,ENSG00000273794
KIR2DL1,P43626,KIR2DL1,ENSG00000125498
KIR2DL1,P43626,KIR2DL1,ENSG00000278495
KIR2DL1,P43626,KIR2DL1,ENSG00000273510
KIR2DL1,P43626,KIR2DL1,ENSG00000278821
KIR2DL1,P43626,KIR2DL1,ENSG00000277833
KIR2DL1,P43626,KIR2DL1,ENSG00000278738
KIR2DL1,P43626,KIR2DL1,ENSG00000278207
KIR2DL1,P43626,KIR2DL1,ENSG00000275196
KIR2DL1,P43626,KIR2DL1,ENSG00000275276
KIR2DL1,P43626,KIR2DL1,ENSG00000274782
KIR2DL1,P43626,KIR2DL1,ENSG00000278755
KIR2DL1,P43626,KIR2DL1,ENSG00000277616
KIR2DL1,P43626,KIR2DL1,ENSG00000275750
KIR2DL1,P43626,KIR2DL1,ENSG00000274926
KIR2DL1,P43626,KIR2DL1,ENSG00000277356
KIR2DL1,P43626,KIR2DL1,ENSG00000276625
KIR2DL1,P43626,KIR2DL1,ENSG00000276820
KIR2DL1,P43626,KIR2DL1,ENSG00000278805
KIR2DL1,P43626,KIR2DL1,ENSG00000274692
KIR2DL1,P43626,KIR2DL1,ENSG00000284145
KIR2DL1,P43626,KIR2DL1,ENSG00000284530
KIR2DL1,P43626,KIR2DL1,ENSG00000284401
KIR2DL1,P43626,KIR2DL1,ENSG00000284514
KIR2DL1,P43626,KIR2DL1,ENSG00000283723
KIR2DL1,P43626,KIR2DL1,ENSG00000284551
KIR2DL1,P43626,KIR2DL1,ENSG00000284347
KIR2DL1,P43626,KIR2DL1,ENSG00000275522
KIR2DL1,P43626,KIR2DL1,ENSG00000278503
KIR2DL1,P43626,KIR2DL1,ENSG00000284100
KIR2DL1,P43626,KIR2DL1,ENSG00000275080
KIR2DL1,P43626,KIR2DL1,ENSG00000278248
KIR2DL1,P43626,KIR2DL1,ENSG00000276310
KIR2DL3,P43628,KIR2DL3,ENSG00000275623
KIR2DL3,P43628,KIR2DL3,ENSG00000273947
KIR2DL3,P43628,KIR2DL3,ENSG00000278369
KIR2DL3,P43628,KIR2DL3,ENSG00000275008
KIR2DL3,P43628,KIR2DL3,ENSG00000284132
KIR2DL3,P43628,KIR2DL3,ENSG00000284044
KIR2DL3,P43628,KIR2DL3,ENSG00000284504
KIR2DL3,P43628,KIR2DL3,ENSG00000273887
KIR2DL3,P43628,KIR2DL3,ENSG00000284236
KIR2DL3,P43628,KIR2DL3,ENSG00000275658
KIR2DL3,P43628,KIR2DL3,ENSG00000284241
KIR2DL3,P43628,KIR2DL3,ENSG00000243772
KIR2DL3,P43628,KIR2DL3,ENSG00000283996
KIR2DL3,P43628,KIR2DL3,ENSG00000277924
KIR2DL3,P43628,KIR2DL3,ENSG00000277484
KIR2DL3,P43628,KIR2DL3,ENSG00000284333
KIR2DL3,P43628,KIR2DL3,ENSG00000283702
KIR2DL3,P43628,KIR2DL3,ENSG00000278327
KIR2DL3,P43628,KIR2DL3,ENSG00000274830
KIR2DL3,P43628,KIR2DL3,ENSG00000284510
KIR2DL3,P43628,KIR2DL3,ENSG00000283790
KIR2DL3,P43628,KIR2DL3,ENSG00000276459
KIR2DL3,P43628,KIR2DL3,ENSG00000283708
KIR2DL3,P43628,KIR2DL3,ENSG00000274402
KIR2DL3,P43628,KIR2DL3,ENSG00000276218
KIR2DL3,P43628,KIR2DL3,ENSG00000276590
KIR2DL3,P43628,KIR2DL3,ENSG00000274952
KIR2DL3,P43628,KIR2DL3,ENSG00000277317
KIR2DL3,P43628,KIR2DL3,ENSG00000274410
KIR2DL3,P43628,KIR2DL3,ENSG00000274108
KIR2DL3,P43628,KIR2DL3,ENSG00000277554
KIR3DL1,P43629,KIR3DL1,ENSG00000275288
KIR3DL1,P43629,KIR3DL1,ENSG00000284426
KIR3DL1,P43629,KIR3DL1,ENSG00000167633
KIR3DL1,P43629,KIR3DL1,ENSG00000276423
KIR3DL1,P43629,KIR3DL1,ENSG00000274036
KIR3DL1,P43629,KIR3DL1,ENSG00000284342
KIR3DL1,P43629,KIR3DL1,ENSG00000283954
KIR3DL1,P43629,KIR3DL1,ENSG00000275659
KIR3DL1,P43629,KIR3DL1,ENSG00000274920
KIR3DL1,P43629,KIR3DL1,ENSG00000277175
KIR3DL1,P43629,KIR3DL1,ENSG00000274146
KIR3DL1,P43629,KIR3DL1,ENSG00000283827
KIR3DL1,P43629,KIR3DL1,ENSG00000275486
KIR3DL1,P43629,KIR3DL1,ENSG00000278368
KIR3DL1,P43629,KIR3DL1,ENSG00000278079
KIR3DL1,P43629,KIR3DL1,ENSG00000275545
KIR3DL1,P43629,KIR3DL1,ENSG00000273518
KIR3DL1,P43629,KIR3DL1,ENSG00000275717
KIR3DL1,P43629,KIR3DL1,ENSG00000276379
KIR3DL1,P43629,KIR3DL1,ENSG00000275786
KIR3DL1,P43629,KIR3DL1,ENSG00000284177
KIR3DL1,P43629,KIR3DL1,ENSG00000276501
KIR3DL1,P43629,KIR3DL1,ENSG00000277272
KIR3DL1,P43629,KIR3DL1,ENSG00000284093
KIR3DL1,P43629,KIR3DL1,ENSG00000284589
KIR3DL1,P43629,KIR3DL1,ENSG00000283729
KIR3DL1,P43629,KIR3DL1,ENSG00000274948
KIR3DL1,P43629,KIR3DL1,ENSG00000276329
KIR3DL1,P43629,KIR3DL1,ENSG00000278856
KIR3DL1,P43629,KIR3DL1,ENSG00000283731
KIR3DL1,P43629,KIR3DL1,ENSG00000273775
KIR3DL1,P43629,KIR3DL1,ENSG00000278427
KIR3DL2,P43630,KIR3DL2,ENSG00000275629
KIR3DL2,P43630,KIR3DL2,ENSG00000278850
KIR3DL2,P43630,KIR3DL2,ENSG00000278656
KIR3DL2,P43630,KIR3DL2,ENSG00000276424
KIR3DL2,P43630,KIR3DL2,ENSG00000278707
KIR3DL2,P43630,KIR3DL2,ENSG00000273735
KIR3DL2,P43630,KIR3DL2,ENSG00000278710
KIR3DL2,P43630,KIR3DL2,ENSG00000276882
KIR3DL2,P43630,KIR3DL2,ENSG00000278758
KIR3DL2,P43630,KIR3DL2,ENSG00000275511
KIR3DL2,P43630,KIR3DL2,ENSG00000275566
KIR3DL2,P43630,KIR3DL2,ENSG00000277709
KIR3DL2,P43630,KIR3DL2,ENSG00000273911
KIR3DL2,P43630,KIR3DL2,ENSG00000284192
KIR3DL2,P43630,KIR3DL2,ENSG00000284053
KIR3DL2,P43630,KIR3DL2,ENSG00000276739
KIR3DL2,P43630,KIR3DL2,ENSG00000240403
KIR3DL2,P43630,KIR3DL2,ENSG00000278361
KIR3DL2,P43630,KIR3DL2,ENSG00000278442
KIR3DL2,P43630,KIR3DL2,ENSG00000278726
KIR3DL2,P43630,KIR3DL2,ENSG00000276004
KIR3DL2,P43630,KIR3DL2,ENSG00000275626
KIR3DL2,P43630,KIR3DL2,ENSG00000278474
KIR3DL2,P43630,KIR3DL2,ENSG00000275416
KIR3DL2,P43630,KIR3DL2,ENSG00000284101
KIR3DL2,P43630,KIR3DL2,ENSG00000274722
KIR3DL2,P43630,KIR3DL2,ENSG00000276357
KIR3DL2,P43630,KIR3DL2,ENSG00000284466
KIR3DL2,P43630,KIR3DL2,ENSG00000284213
KIR3DL2,P43630,KIR3DL2,ENSG00000284295
KIR3DL2,P43630,KIR3DL2,ENSG00000284381
KIR3DL2,P43630,KIR3DL2,ENSG00000277181
KIR3DL2,P43630,KIR3DL2,ENSG00000277982
KIR3DL2,P43630,KIR3DL2,ENSG00000284384
KIR3DL2,P43630,KIR3DL2,ENSG00000275262
KIR3DL2,P43630,KIR3DL2,ENSG00000284063
KIR3DL2,P43630,KIR3DL2,ENSG00000278809
KIR3DL2,P43630,KIR3DL2,ENSG00000283951
KIR3DL2,P43630,KIR3DL2,ENSG00000284528
KIR3DL2,P43630,KIR3DL2,ENSG00000278403
KIR3DL2,P43630,KIR3DL2,ENSG00000275083
KIR3DL2,P43630,KIR3DL2,ENSG00000284046
KIR3DL2,P43630,KIR3DL2,ENSG00000283975
KIR3DL2,P43630,KIR3DL2,ENSG00000275838
KIR3DS1,Q14943,KIR3DS1,ENSG00000275037
KIR3DS1,Q14943,KIR3DS1,ENSG00000276534
KIR3DS1,Q14943,KIR3DS1,ENSG00000275608
KIR3DS1,Q14943,KIR3DS1,ENSG00000274283
KIR3DS1,Q14943,KIR3DS1,ENSG00000274465
KIR3DS1,Q14943,KIR3DS1,ENSG00000276498
KIR3DS1,Q14943,KIR3DS1,ENSG00000275434
KISS1,Q15726,KISS1,ENSG00000170498
KISS1R,Q969F8,KISS1R,ENSG00000116014
KIT,P10721,KIT,ENSG00000157404
KITLG,P21583,KITLG,ENSG00000049130
KL,Q9UEF7,KL,ENSG00000133116
KLB,Q86Z14,KLB,ENSG00000134962
KLRB1,Q12918,KLRB1,ENSG00000111796
KLRC1,P26715,KLRC1,ENSG00000134545
KLRC2,P26717,KLRC2,ENSG00000205809
KLRC3,Q07444,KLRC3,ENSG00000205810
KLRD1,Q13241,KLRD1,ENSG00000134539
KLRF1,Q9NZS2,KLRF1,ENSG00000150045
KLRF2,D3W0D1,KLRF2,ENSG00000256797
KLRG1,Q96E93,KLRG1,ENSG00000139187
KLRG2,A4D1S0,KLRG2,ENSG00000188883
KLRK1,P26718,KLRK1,ENSG00000213809
KNG1,P01042,KNG1,ENSG00000113889
KREMEN1,Q96MU8,KREMEN1,ENSG00000183762
KREMEN2,Q8NCW0,KREMEN2,ENSG00000131650
L1CAM,P32004,L1CAM,ENSG00000198910
LAG3,P18627,LAG3,ENSG00000089692
LAIR1,Q6GTX8,LAIR1,ENSG00000167613
LAIR1,Q6GTX8,LAIR1,ENSG00000278154
LAIR1,Q6GTX8,LAIR1,ENSG00000276053
LAIR1,Q6GTX8,LAIR1,ENSG00000274110
LAIR1,Q6GTX8,LAIR1,ENSG00000276163
LAMA3,Q16787,LAMA3,ENSG00000053747
LAMC1,P11047,LAMC1,ENSG00000135862
LAMP1,P11279,LAMP1,ENSG00000185896
LCK,P06239,LCK,ENSG00000182866
LCN2,P80188,LCN2,ENSG00000148346
LDLR,P01130,LDLR,ENSG00000130164
LEAP2,Q969E1,LEAP2,ENSG00000164406
LEFTY1,O75610,LEFTY1,ENSG00000243709
LEFTY2,O00292,LEFTY2,ENSG00000143768
LEP,P41159,LEP,ENSG00000174697
LEPR,P48357,LEPR,ENSG00000116678
LGALS3,P17931,LGALS3,ENSG00000131981
LGALS9,O00182,LGALS9,ENSG00000168961
LGR4,Q9BXB1,LGR4,ENSG00000205213
LGR5,O75473,LGR5,ENSG00000139292
LGR6,Q9HBX8,LGR6,ENSG00000133067
LHB,P01229,LHB,ENSG00000104826
LHCGR,P22888,LHCGR,ENSG00000138039
LIF,P15018,LIF,ENSG00000128342
LIFR,P42702,LIFR,ENSG00000113594
LILRA4,P59901,LILRA4,ENSG00000276798
LILRA4,P59901,LILRA4,ENSG00000239961
LILRA4,P59901,LILRA4,ENSG00000277092
LILRA4,P59901,LILRA4,ENSG00000274185
LILRB1,Q8NHL6,LILRB1,ENSG00000104972
LILRB1,Q8NHL6,LILRB1,ENSG00000277134
LILRB1,Q8NHL6,LILRB1,ENSG00000274669
LILRB1,Q8NHL6,LILRB1,ENSG00000276452
LILRB1,Q8NHL6,LILRB1,ENSG00000277807
LILRB2,Q8N423,LILRB2,ENSG00000274513
LILRB2,Q8N423,LILRB2,ENSG00000131042
LILRB2,Q8N423,LILRB2,ENSG00000276146
LILRB2,Q8N423,LILRB2,ENSG00000277751
LILRB2,Q8N423,LILRB2,ENSG00000275463
